PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26496385","Amyloid Fibril Solubility","Rizzi LG, Auer S.","J Phys Chem B. 2015 Nov 19;119(46):14631-6. doi: 10.1021/acs.jpcb.5b09210. Epub 2015 Nov 5.","Rizzi LG","J Phys Chem B","2015","2015/10/27","","","10.1021/acs.jpcb.5b09210"
"26317327","Toxicity inhibitors protect lipid membranes from disruption by Aβ42","Malishev R, Nandi S, Kolusheva S, Levi-Kalisman Y, Klärner FG, Schrader T, Bitan G, Jelinek R.","ACS Chem Neurosci. 2015 Nov 18;6(11):1860-9. doi: 10.1021/acschemneuro.5b00200. Epub 2015 Sep 9.","Malishev R","ACS Chem Neurosci","2015","2015/08/29","","","10.1021/acschemneuro.5b00200"
"26463036","Inhibitory effect of human serum albumin on Cu-induced Aβ(40) aggregation and toxicity","Lu N, Yang Q, Li J, Tian R, Peng YY.","Eur J Pharmacol. 2015 Nov 15;767:160-4. doi: 10.1016/j.ejphar.2015.10.020. Epub 2015 Oct 16.","Lu N","Eur J Pharmacol","2015","2015/10/15","","","10.1016/j.ejphar.2015.10.020"
"26248570","Serum amyloid A: high-density lipoproteins interaction and cardiovascular risk","Zewinger S, Drechsler C, Kleber ME, Dressel A, Riffel J, Triem S, Lehmann M, Kopecky C, Säemann MD, Lepper PM, Silbernagel G, Scharnagl H, Ritsch A, Thorand B, de las Heras Gala T, Wagenpfeil S, Koenig W, Peters A, Laufs U, Wanner C, Fliser D, Speer T, März W.","Eur Heart J. 2015 Nov 14;36(43):3007-16. doi: 10.1093/eurheartj/ehv352. Epub 2015 Aug 6.","Zewinger S","Eur Heart J","2015","2015/08/08","","","10.1093/eurheartj/ehv352"
"26408196","Truncated Amyloid-β(11-40/42) from Alzheimer Disease Binds Cu2+ with a Femtomolar Affinity and Influences Fiber Assembly","Barritt JD, Viles JH.","J Biol Chem. 2015 Nov 13;290(46):27791-802. doi: 10.1074/jbc.M115.684084. Epub 2015 Sep 25.","Barritt JD","J Biol Chem","2015","2015/09/27","PMC4646025","","10.1074/jbc.M115.684084"
"26381411","Oligomerization and Membrane-binding Properties of Covalent Adducts Formed by the Interaction of α-Synuclein with the Toxic Dopamine Metabolite 3,4-Dihydroxyphenylacetaldehyde (DOPAL)","Follmer C, Coelho-Cerqueira E, Yatabe-Franco DY, Araujo GD, Pinheiro AS, Domont GB, Eliezer D.","J Biol Chem. 2015 Nov 13;290(46):27660-79. doi: 10.1074/jbc.M115.686584. Epub 2015 Sep 17.","Follmer C","J Biol Chem","2015","2015/09/19","PMC4646016","","10.1074/jbc.M115.686584"
"26551565","APP and APLP2 interact with the synaptic release machinery and facilitate transmitter release at hippocampal synapses","Fanutza T, Del Prete D, Ford MJ, Castillo PE, D'Adamio L.","Elife. 2015 Nov 9;4:e09743. doi: 10.7554/eLife.09743.","Fanutza T","Elife","2015","2015/11/10","PMC4755753","","10.7554/eLife.09743"
"26408269","The Antibody Light-Chain Linker Is Important for Domain Stability and Amyloid Formation","Nokwe CN, Hora M, Zacharias M, Yagi H, John C, Reif B, Goto Y, Buchner J.","J Mol Biol. 2015 Nov 6;427(22):3572-3586. doi: 10.1016/j.jmb.2015.09.012. Epub 2015 Sep 25.","Nokwe CN","J Mol Biol","2015","2015/09/27","","","10.1016/j.jmb.2015.09.012"
"26538310","Arginase 1+ microglia reduce Aβ plaque deposition during IL-1β-dependent neuroinflammation","Cherry JD, Olschowka JA, O'Banion MK.","J Neuroinflammation. 2015 Nov 4;12:203. doi: 10.1186/s12974-015-0411-8.","Cherry JD","J Neuroinflammation","2015","2015/11/06","PMC4634600","","10.1186/s12974-015-0411-8"
"26458046","The chaperone αB-crystallin uses different interfaces to capture an amorphous and an amyloid client","Mainz A, Peschek J, Stavropoulou M, Back KC, Bardiaux B, Asami S, Prade E, Peters C, Weinkauf S, Buchner J, Reif B.","Nat Struct Mol Biol. 2015 Nov;22(11):898-905. doi: 10.1038/nsmb.3108. Epub 2015 Oct 12.","Mainz A","Nat Struct Mol Biol","2015","2015/10/13","","","10.1038/nsmb.3108"
"26436840","Determinants of amyloid fibril degradation by the PDZ protease HTRA1","Poepsel S, Sprengel A, Sacca B, Kaschani F, Kaiser M, Gatsogiannis C, Raunser S, Clausen T, Ehrmann M.","Nat Chem Biol. 2015 Nov;11(11):862-9. doi: 10.1038/nchembio.1931. Epub 2015 Oct 5.","Poepsel S","Nat Chem Biol","2015","2015/10/06","","","10.1038/nchembio.1931"
"26383119","Effects of gold complexes on the assembly behavior of human islet amyloid polypeptide","He L, Zhu D, Zhao C, Jia X, Wang X, Du W.","J Inorg Biochem. 2015 Nov;152:114-22. doi: 10.1016/j.jinorgbio.2015.08.020. Epub 2015 Sep 16.","He L","J Inorg Biochem","2015","2015/09/19","","","10.1016/j.jinorgbio.2015.08.020"
"26382174","Influence of Amyloid-β on Cognitive Decline After Stroke/Transient Ischemic Attack: Three-Year Longitudinal Study","Liu W, Wong A, Au L, Yang J, Wang Z, Leung EY, Chen S, Ho CL, Mok VC.","Stroke. 2015 Nov;46(11):3074-80. doi: 10.1161/STROKEAHA.115.010449. Epub 2015 Sep 17.","Liu W","Stroke","2015","2015/09/19","","","10.1161/STROKEAHA.115.010449"
"26364976","Proteomic Profiling of Cranial (Superior) Cervical Ganglia Reveals Beta-Amyloid and Ubiquitin Proteasome System Perturbations in an Equine Multiple System Neuropathy","McGorum BC, Pirie RS, Eaton SL, Keen JA, Cumyn EM, Arnott DM, Chen W, Lamont DJ, Graham LC, Llavero Hurtado M, Pemberton A, Wishart TM.","Mol Cell Proteomics. 2015 Nov;14(11):3072-86. doi: 10.1074/mcp.M115.054635. Epub 2015 Sep 13.","McGorum BC","Mol Cell Proteomics","2015","2015/09/15","PMC4638047","","10.1074/mcp.M115.054635"
"26266487","The Interplay of Akt and ERK in Aβ Toxicity and Insulin-Mediated Protection in Primary Hippocampal Cell Culture","Ghasemi R, Moosavi M, Zarifkar A, Rastegar K, Maghsoudi N.","J Mol Neurosci. 2015 Nov;57(3):325-34. doi: 10.1007/s12031-015-0622-6. Epub 2015 Aug 13.","Ghasemi R","J Mol Neurosci","2015","2015/08/13","","","10.1007/s12031-015-0622-6"
"26187063","Copper at synapse: Release, binding and modulation of neurotransmission","D'Ambrosi N, Rossi L.","Neurochem Int. 2015 Nov;90:36-45. doi: 10.1016/j.neuint.2015.07.006. Epub 2015 Jul 15.","D'Ambrosi N","Neurochem Int","2015","2015/07/19","","","10.1016/j.neuint.2015.07.006"
"26096015","Cholesterol-induced astrocyte activation is associated with increased amyloid precursor protein expression and processing","Avila-Muñoz E, Arias C.","Glia. 2015 Nov;63(11):2010-2022. doi: 10.1002/glia.22874. Epub 2015 Jun 19.","Avila-Muñoz E","Glia","2015","2015/06/23","","","10.1002/glia.22874"
"26336938","A Hot-Segment-Based Approach for the Design of Cross-Amyloid Interaction Surface Mimics as Inhibitors of Amyloid Self-Assembly","Andreetto E, Malideli E, Yan LM, Kracklauer M, Farbiarz K, Tatarek-Nossol M, Rammes G, Prade E, Neumüller T, Caporale A, Spanopoulou A, Bakou M, Reif B, Kapurniotu A.","Angew Chem Int Ed Engl. 2015 Oct 26;54(44):13095-100. doi: 10.1002/anie.201504973. Epub 2015 Sep 4.","Andreetto E","Angew Chem Int Ed Engl","2015","2015/09/05","","","10.1002/anie.201504973"
"26450778","Europium as an inhibitor of Amyloid-β(1-42) induced membrane permeation","Williams TL, Urbanc B, Marshall KE, Vadukul DM, Jenkins AT, Serpell LC.","FEBS Lett. 2015 Oct 24;589(21):3228-36. doi: 10.1016/j.febslet.2015.09.027. Epub 2015 Oct 10.","Williams TL","FEBS Lett","2015","2015/10/10","PMC4641243","","10.1016/j.febslet.2015.09.027"
"26499115","Neuronal response in Alzheimer's and Parkinson's disease: the effect of toxic proteins on intracellular pathways","Majd S, Power JH, Grantham HJ.","BMC Neurosci. 2015 Oct 23;16:69. doi: 10.1186/s12868-015-0211-1.","Majd S","BMC Neurosci","2015","2015/10/27","PMC4619058","","10.1186/s12868-015-0211-1"
"26283787","Membrane Curvature-sensing and Curvature-inducing Activity of Islet Amyloid Polypeptide and Its Implications for Membrane Disruption","Kegulian NC, Sankhagowit S, Apostolidou M, Jayasinghe SA, Malmstadt N, Butler PC, Langen R.","J Biol Chem. 2015 Oct 23;290(43):25782-93. doi: 10.1074/jbc.M115.659797. Epub 2015 Aug 17.","Kegulian NC","J Biol Chem","2015","2015/08/19","PMC4646232","","10.1074/jbc.M115.659797"
"26208400","Interacting partners of macrophage-secreted cathepsin B contribute to HIV-induced neuronal apoptosis","Cantres-Rosario YM, Hernandez N, Negron K, Perez-Laspiur J, Leszyk J, Shaffer SA, Meléndez LM.","AIDS. 2015 Oct 23;29(16):2081-92. doi: 10.1097/QAD.0000000000000823.","Cantres-Rosario YM","AIDS","2015","2015/07/25","PMC4636939","NIHMS711398","10.1097/QAD.0000000000000823"
"26493925","Picosecond dissociation of amyloid fibrils with infrared laser: A nonequilibrium simulation study","Hoang Viet M, Derreumaux P, Li MS, Roland C, Sagui C, Nguyen PH.","J Chem Phys. 2015 Oct 21;143(15):155101. doi: 10.1063/1.4933207.","Hoang Viet M","J Chem Phys","2015","2015/10/24","","","10.1063/1.4933207"
"26255739","Cross-Seeding Interaction between β-Amyloid and Human Islet Amyloid Polypeptide","Hu R, Zhang M, Chen H, Jiang B, Zheng J.","ACS Chem Neurosci. 2015 Oct 21;6(10):1759-68. doi: 10.1021/acschemneuro.5b00192. Epub 2015 Aug 17.","Hu R","ACS Chem Neurosci","2015","2015/08/11","","","10.1021/acschemneuro.5b00192"
"26426973","Ca(2+) Interacts with Glu-22 of Aβ(1-42) and Phospholipid Bilayers to Accelerate the Aβ(1-42) Aggregation Below the Critical Micelle Concentration","Yi X, Zhang Y, Gong M, Yu X, Darabedian N, Zheng J, Zhou F.","Biochemistry. 2015 Oct 20;54(41):6323-32. doi: 10.1021/acs.biochem.5b00719. Epub 2015 Oct 8.","Yi X","Biochemistry","2015","2015/10/02","","","10.1021/acs.biochem.5b00719"
"26408498","Interaction between years of education and APOE ε4 status on frontal and temporal metabolism","Arenaza-Urquijo EM, Gonneaud J, Fouquet M, Perrotin A, Mézenge F, Landeau B, Egret S, De la Sayette V, Desgranges B, Chételat G.","Neurology. 2015 Oct 20;85(16):1392-9. doi: 10.1212/WNL.0000000000002034. Epub 2015 Sep 25.","Arenaza-Urquijo EM","Neurology","2015","2015/09/27","PMC4626241","","10.1212/WNL.0000000000002034"
"26343304","Insulin-degrading enzyme is activated by the C-terminus of α-synuclein","Sharma SK, Chorell E, Wittung-Stafshede P.","Biochem Biophys Res Commun. 2015 Oct 16;466(2):192-5. doi: 10.1016/j.bbrc.2015.09.002. Epub 2015 Sep 4.","Sharma SK","Biochem Biophys Res Commun","2015","2015/09/08","","","10.1016/j.bbrc.2015.09.002"
"26528156","Social interaction attenuates the extent of secondary neuronal damage following closed head injury in mice","Doulames VM, Vilcans M, Lee S, Shea TB.","Front Behav Neurosci. 2015 Oct 15;9:275. doi: 10.3389/fnbeh.2015.00275. eCollection 2015.","Doulames VM","Front Behav Neurosci","2015","2015/11/04","PMC4606018","","10.3389/fnbeh.2015.00275"
"25982728","Label-free detection of ApoE4-mediated β-amyloid aggregation on single nanoparticle uncovering Alzheimer's disease","Kang MK, Lee J, Nguyen AH, Sim SJ.","Biosens Bioelectron. 2015 Oct 15;72:197-204. doi: 10.1016/j.bios.2015.05.017. Epub 2015 May 7.","Kang MK","Biosens Bioelectron","2015","2015/05/19","","","10.1016/j.bios.2015.05.017"
"26528126","Altered intrinsic excitability of hippocampal CA1 pyramidal neurons in aged PDAPP mice","Tamagnini F, Novelia J, Kerrigan TL, Brown JT, Tsaneva-Atanasova K, Randall AD.","Front Cell Neurosci. 2015 Oct 14;9:372. doi: 10.3389/fncel.2015.00372. eCollection 2015.","Tamagnini F","Front Cell Neurosci","2015","2015/11/04","PMC4604241","","10.3389/fncel.2015.00372"
"26325471","The soluble extracellular fragment of neuroligin-1 targets Aβ oligomers to the postsynaptic region of excitatory synapses","Dinamarca MC, Di Luca M, Godoy JA, Inestrosa NC.","Biochem Biophys Res Commun. 2015 Oct 9;466(1):66-71. doi: 10.1016/j.bbrc.2015.08.107. Epub 2015 Aug 29.","Dinamarca MC","Biochem Biophys Res Commun","2015","2015/09/02","","","10.1016/j.bbrc.2015.08.107"
"26352401","Rapid assessment of human amylin aggregation and its inhibition by copper(II) ions by laser ablation electrospray ionization mass spectrometry with ion mobility separation","Li H, Ha E, Donaldson RP, Jeremic AM, Vertes A.","Anal Chem. 2015 Oct 6;87(19):9829-9837. doi: 10.1021/acs.analchem.5b02217.","Li H","Anal Chem","2015","2015/09/10","PMC4617747","NIHMS729772","10.1021/acs.analchem.5b02217"
"26292220","Cellular interaction and cytotoxicity of the iowa mutation of apolipoprotein A-I (ApoA-IIowa) amyloid mediated by sulfate moieties of heparan sulfate","Kuwabara K, Nishitsuji K, Uchimura K, Hung SC, Mizuguchi M, Nakajima H, Mikawa S, Kobayashi N, Saito H, Sakashita N.","J Biol Chem. 2015 Oct 2;290(40):24210-21. doi: 10.1074/jbc.M115.652545. Epub 2015 Aug 19.","Kuwabara K","J Biol Chem","2015","2015/08/21","PMC4591809","","10.1074/jbc.M115.652545"
"26900396","Nanoscale Assemblies of Small Molecules Control the Fate of Cells","Shi J, Xu B.","Nano Today. 2015 Oct;10(5):615-630. doi: 10.1016/j.nantod.2015.09.001. Epub 2015 Oct 20.","Shi J","Nano Today","2015","2016/02/23","PMC4758372","NIHMS726289","10.1016/j.nantod.2015.09.001"
"26442696","Microglial malfunction: the third rail in the development of Alzheimer's disease","Mhatre SD, Tsai CA, Rubin AJ, James ML, Andreasson KI.","Trends Neurosci. 2015 Oct;38(10):621-636. doi: 10.1016/j.tins.2015.08.006.","Mhatre SD","Trends Neurosci","2015","2015/10/08","PMC4670239","NIHMS718730","10.1016/j.tins.2015.08.006"
"26414457","The A-B-C for SORting APP","Coulson EJ, Andersen OM.","J Neurochem. 2015 Oct;135(1):1-3. doi: 10.1111/jnc.13231.","Coulson EJ","J Neurochem","2015","2015/09/29","","","10.1111/jnc.13231"
"26358186","Cutting in on a secretase pas de deux","Wolfe MS.","Cell Res. 2015 Oct;25(10):1091-2. doi: 10.1038/cr.2015.106. Epub 2015 Sep 11.","Wolfe MS","Cell Res","2015","2015/09/12","PMC4650623","","10.1038/cr.2015.106"
"26215743","Membrane-mediated amyloid formation of PrP 106-126: A kinetic study","Sun Y, Hung WC, Lee MT, Huang HW.","Biochim Biophys Acta. 2015 Oct;1848(10 Pt A):2422-9. doi: 10.1016/j.bbamem.2015.07.014. Epub 2015 Jul 26.","Sun Y","Biochim Biophys Acta","2015","2015/07/29","PMC4554819","NIHMS710989","10.1016/j.bbamem.2015.07.014"
"26194614","GSK3β Interactions with Amyloid Genes: An Autopsy Verification and Extension","Hohman TJ, Chibnik L, Bush WS, Jefferson AL, De Jaeger PL, Thornton-Wells TA, Bennett DA, Schneider JA.","Neurotox Res. 2015 Oct;28(3):232-8. doi: 10.1007/s12640-015-9541-0. Epub 2015 Jul 21.","Hohman TJ","Neurotox Res","2015","2015/07/22","PMC4625986","NIHMS719046","10.1007/s12640-015-9541-0"
"25763767","Insights into the Interaction Mechanism of Ligands with Aβ42 Based on Molecular Dynamics Simulations and Mechanics: Implications of Role of Common Binding Site in Drug Design for Alzheimer's Disease","Kundaikar HS, Degani MS.","Chem Biol Drug Des. 2015 Oct;86(4):805-12. doi: 10.1111/cbdd.12555. Epub 2015 Mar 28.","Kundaikar HS","Chem Biol Drug Des","2015","2015/03/13","","","10.1111/cbdd.12555"
"26424877","Neuronal Store-Operated Calcium Entry and Mushroom Spine Loss in Amyloid Precursor Protein Knock-In Mouse Model of Alzheimer's Disease","Zhang H, Wu L, Pchitskaya E, Zakharova O, Saito T, Saido T, Bezprozvanny I.","J Neurosci. 2015 Sep 30;35(39):13275-86. doi: 10.1523/JNEUROSCI.1034-15.2015.","Zhang H","J Neurosci","2015","2015/10/02","PMC4588605","","10.1523/JNEUROSCI.1034-15.2015"
"26420657","A covalent homodimer probing early oligomers along amyloid aggregation","Halabelian L, Relini A, Barbiroli A, Penco A, Bolognesi M, Ricagno S.","Sci Rep. 2015 Sep 30;5:14651. doi: 10.1038/srep14651.","Halabelian L","Sci Rep","2015","2015/10/01","PMC4588566","","10.1038/srep14651"
"26397226","APOE-by-sex interactions on brain structure and metabolism in healthy elderly controls","Sampedro F, Vilaplana E, de Leon MJ, Alcolea D, Pegueroles J, Montal V, Carmona-Iragui M, Sala I, Sánchez-Saudinos MB, Antón-Aguirre S, Morenas-Rodríguez E, Camacho V, Falcón C, Pavía J, Ros D, Clarimón J, Blesa R, Lleó A, Fortea J; Alzheimer’s Disease Neuroimaging Initiative.","Oncotarget. 2015 Sep 29;6(29):26663-74. doi: 10.18632/oncotarget.5185.","Sampedro F","Oncotarget","2015","2015/09/24","PMC4694943","","10.18632/oncotarget.5185"
"26296890","Amyloid Precursor Protein (APP) Metabolites APP Intracellular Fragment (AICD), Aβ42, and Tau in Nuclear Roles","Multhaup G, Huber O, Buée L, Galas MC.","J Biol Chem. 2015 Sep 25;290(39):23515-22. doi: 10.1074/jbc.R115.677211. Epub 2015 Aug 21.","Multhaup G","J Biol Chem","2015","2015/08/23","PMC4583011","","10.1074/jbc.R115.677211"
"26394155","The Y-Box Binding Protein 1 Suppresses Alzheimer's Disease Progression in Two Animal Models","Bobkova NV, Lyabin DN, Medvinskaya NI, Samokhin AN, Nekrasov PV, Nesterova IV, Aleksandrova IY, Tatarnikova OG, Bobylev AG, Vikhlyantsev IM, Kukharsky MS, Ustyugov AA, Polyakov DN, Eliseeva IA, Kretov DA, Guryanov SG, Ovchinnikov LP.","PLoS One. 2015 Sep 22;10(9):e0138867. doi: 10.1371/journal.pone.0138867. eCollection 2015.","Bobkova NV","PLoS One","2015","2015/09/23","PMC4578864","","10.1371/journal.pone.0138867"
"26256454","Raman spectroscopy for detecting supported planar lipid bilayers composed of ganglioside-GM1/sphingomyelin/cholesterol in the presence of amyloid-β","Hu Z, Wang X, Wang W, Zhang Z, Gao H, Mao Y.","Phys Chem Chem Phys. 2015 Sep 21;17(35):22711-20. doi: 10.1039/c5cp02366a.","Hu Z","Phys Chem Chem Phys","2015","2015/08/11","","","10.1039/c5cp02366a"
"26389923","Alginate-Derived Oligosaccharide Inhibits Neuroinflammation and Promotes Microglial Phagocytosis of β-Amyloid","Zhou R, Shi XY, Bi DC, Fang WS, Wei GB, Xu X.","Mar Drugs. 2015 Sep 16;13(9):5828-46. doi: 10.3390/md13095828.","Zhou R","Mar Drugs","2015","2015/09/22","PMC4584357","","10.3390/md13095828"
"26258500","Supramolecular Detoxification of Neurotoxic Nanofibrils of Small Molecules via Morphological Switch","Shi J, Du X, Yuan D, Haburcak R, Zhou N, Xu B.","Bioconjug Chem. 2015 Sep 16;26(9):1879-83. doi: 10.1021/acs.bioconjchem.5b00356. Epub 2015 Aug 12.","Shi J","Bioconjug Chem","2015","2015/08/11","PMC6679921","NIHMS1042016","10.1021/acs.bioconjchem.5b00356"
"25966615","Glio-vascular changes during ageing in wild-type and Alzheimer's disease-like APP/PS1 mice","Janota CS, Brites D, Lemere CA, Brito MA.","Brain Res. 2015 Sep 16;1620:153-68. doi: 10.1016/j.brainres.2015.04.056. Epub 2015 May 9.","Janota CS","Brain Res","2015","2015/05/14","PMC4549169","NIHMS699168","10.1016/j.brainres.2015.04.056"
"26305369","Early Events in the Amyloid Formation of the A546T Mutant of Transforming Growth Factor β-Induced Protein in Corneal Dystrophies Compared to the Nonfibrillating R555W and R555Q Mutants","Koldsø H, Andersen OJ, Nikolajsen CL, Scavenius C, Sørensen CS, Underhaug J, Runager K, Nielsen NC, Enghild JJ, Schiøtt B.","Biochemistry. 2015 Sep 15;54(36):5546-56. doi: 10.1021/acs.biochem.5b00473. Epub 2015 Sep 2.","Koldsø H","Biochemistry","2015","2015/08/26","PMC4787542","NIHMS764401","10.1021/acs.biochem.5b00473"
"26252621","Alzheimer's Disease: A Heme-Aβ Perspective","Ghosh C, Seal M, Mukherjee S, Ghosh Dey S.","Acc Chem Res. 2015 Sep 15;48(9):2556-64. doi: 10.1021/acs.accounts.5b00102. Epub 2015 Aug 7.","Ghosh C","Acc Chem Res","2015","2015/08/08","","","10.1021/acs.accounts.5b00102"
"26374063","Thermodynamics of amyloid formation and the role of intersheet interactions","Irbäck A, Wessén J.","J Chem Phys. 2015 Sep 14;143(10):105104. doi: 10.1063/1.4930280.","Irbäck A","J Chem Phys","2015","2015/09/17","","","10.1063/1.4930280"
"26396692","Novel Fluorinated 8-Hydroxyquinoline Based Metal Ionophores for Exploring the Metal Hypothesis of Alzheimer's Disease","Liang SH, Southon AG, Fraser BH, Krause-Heuer AM, Zhang B, Shoup TM, Lewis R, Volitakis I, Han Y, Greguric I, Bush AI, Vasdev N.","ACS Med Chem Lett. 2015 Aug 10;6(9):1025-9. doi: 10.1021/acsmedchemlett.5b00281. eCollection 2015 Sep 10.","Liang SH","ACS Med Chem Lett","2015","2015/09/24","PMC4569883","","10.1021/acsmedchemlett.5b00281"
"26388476","Modified screen printed electrode for development of a highly sensitive label-free impedimetric immunosensor to detect amyloid beta peptides","Lien TT, Takamura Y, Tamiya E, Vestergaard MC.","Anal Chim Acta. 2015 Sep 10;892:69-76. doi: 10.1016/j.aca.2015.08.036. Epub 2015 Aug 28.","Lien TT","Anal Chim Acta","2015","2015/09/22","","","10.1016/j.aca.2015.08.036"
"26346625","Differential interaction of Apolipoprotein-E isoforms with insulin receptors modulates brain insulin signaling in mutant human amyloid precursor protein transgenic mice","Chan ES, Chen C, Cole GM, Wong BS.","Sci Rep. 2015 Sep 8;5:13842. doi: 10.1038/srep13842.","Chan ES","Sci Rep","2015","2015/09/09","PMC4561911","","10.1038/srep13842"
"26334640","The Molecular Mechanism of Amyloid β42 Peptide Toxicity: The Role of Sphingosine Kinase-1 and Mitochondrial Sirtuins","Cieślik M, Czapski GA, Strosznajder JB.","PLoS One. 2015 Sep 3;10(9):e0137193. doi: 10.1371/journal.pone.0137193. eCollection 2015.","Cieślik M","PLoS One","2015","2015/09/04","PMC4567180","","10.1371/journal.pone.0137193"
"26300264","Human Hsp70 Disaggregase Reverses Parkinson's-Linked α-Synuclein Amyloid Fibrils","Gao X, Carroni M, Nussbaum-Krammer C, Mogk A, Nillegoda NB, Szlachcic A, Guilbride DL, Saibil HR, Mayer MP, Bukau B.","Mol Cell. 2015 Sep 3;59(5):781-93. doi: 10.1016/j.molcel.2015.07.012. Epub 2015 Aug 20.","Gao X","Mol Cell","2015","2015/08/25","PMC5072489","EMS70241","10.1016/j.molcel.2015.07.012"
"26266837","Investigation of the Binding Profiles of AZD2184 and Thioflavin T with Amyloid-β(1-42) Fibril by Molecular Docking and Molecular Dynamics Methods","Kuang G, Murugan NA, Tu Y, Nordberg A, Ågren H.","J Phys Chem B. 2015 Sep 3;119(35):11560-7. doi: 10.1021/acs.jpcb.5b05964. Epub 2015 Aug 24.","Kuang G","J Phys Chem B","2015","2015/08/13","","","10.1021/acs.jpcb.5b05964"
"25456402","Decoding the function of the N-terminal tail of the cellular prion protein to inspire novel therapeutic avenues for neurodegenerative diseases","Iraci N, Stincardini C, Barreca ML, Biasini E.","Virus Res. 2015 Sep 2;207:62-8. doi: 10.1016/j.virusres.2014.10.015. Epub 2014 Oct 23.","Iraci N","Virus Res","2015","2014/12/03","","","10.1016/j.virusres.2014.10.015"
"29124175","Transthyretin chemical chaperoning by flavonoids: Structure-activity insights towards the design of potent amyloidosis inhibitors","Ferreira N, Pereira-Henriques A, Almeida MR.","Biochem Biophys Rep. 2015 Aug 1;3:123-133. doi: 10.1016/j.bbrep.2015.07.019. eCollection 2015 Sep.","Ferreira N","Biochem Biophys Rep","2015","2017/11/11","PMC5668852","","10.1016/j.bbrep.2015.07.019"
"26327208","Drug Development in Conformational Diseases: A Novel Family of Chemical Chaperones that Bind and Stabilise Several Polymorphic Amyloid Structures","Sablón-Carrazana M, Fernández I, Bencomo A, Lara-Martínez R, Rivera-Marrero S, Domínguez G, Pérez-Perera R, Jiménez-García LF, Altamirano-Bustamante NF, Diaz-Delgado M, Vedrenne F, Rivillas-Acevedo L, Pasten-Hidalgo K, Segura-Valdez Mde L, Islas-Andrade S, Garrido-Magaña E, Perera-Pintado A, Prats-Capote A, Rodríguez-Tanty C, Altamirano-Bustamante MM.","PLoS One. 2015 Sep 1;10(9):e0135292. doi: 10.1371/journal.pone.0135292. eCollection 2015.","Sablón-Carrazana M","PLoS One","2015","2015/09/02","PMC4556714","","10.1371/journal.pone.0135292"
"26184787","A truncated and dimeric format of an Affibody library on bacteria enables FACS-mediated isolation of amyloid-beta aggregation inhibitors with subnanomolar affinity","Lindberg H, Härd T, Löfblom J, Ståhl S.","Biotechnol J. 2015 Sep;10(11):1707-18. doi: 10.1002/biot.201500131. Epub 2015 Sep 10.","Lindberg H","Biotechnol J","2015","2015/07/18","","","10.1002/biot.201500131"
"26179053","Combined experimental and simulation studies suggest a revised mode of action of the anti-Alzheimer disease drug NQ-Trp","Berthoumieu O, Nguyen PH, Castillo-Frias MP, Ferre S, Tarus B, Nasica-Labouze J, Noël S, Saurel O, Rampon C, Doig AJ, Derreumaux P, Faller P.","Chemistry. 2015 Sep 1;21(36):12657-66. doi: 10.1002/chem.201500888. Epub 2015 Jul 14.","Berthoumieu O","Chemistry","2015","2015/07/17","","","10.1002/chem.201500888"
"26141772","3-Hydroxy-4-pyridinone derivatives designed for fluorescence studies to determine interaction with amyloid protein as well as cell permeability","Telpoukhovskaia MA, Cawthray JF, Rodríguez-Rodríguez C, Scott LE, Page BD, Patrick BO, Orvig C.","Bioorg Med Chem Lett. 2015 Sep 1;25(17):3654-7. doi: 10.1016/j.bmcl.2015.06.059. Epub 2015 Jun 23.","Telpoukhovskaia MA","Bioorg Med Chem Lett","2015","2015/07/05","","","10.1016/j.bmcl.2015.06.059"
"26123437","Structure characterization of unexpected covalent O-sulfonation and ion-pairing on an extremely hydrophilic peptide with CE-MS and FT-ICR-MS","Pattky M, Nicolardi S, Santiago-Schübel B, Sydes D, van der Burgt YE, Klein AN, Jiang N, Mohrlüder J, Hänel K, Kutzsche J, Funke SA, Willbold D, Willbold S, Huhn C.","Anal Bioanal Chem. 2015 Sep;407(22):6637-55. doi: 10.1007/s00216-015-8826-8. Epub 2015 Jun 28.","Pattky M","Anal Bioanal Chem","2015","2015/07/01","","","10.1007/s00216-015-8826-8"
"26119224","Stroke risk interacts with Alzheimer's disease biomarkers on brain aging outcomes","Hohman TJ, Samuels LR, Liu D, Gifford KA, Mukherjee S, Benson EM, Abel T, Ruberg FL, Jefferson AL; Alzheimer's Neuroimaging Initiative.","Neurobiol Aging. 2015 Sep;36(9):2501-8. doi: 10.1016/j.neurobiolaging.2015.05.021. Epub 2015 Jun 6.","Hohman TJ","Neurobiol Aging","2015","2015/06/30","PMC4523400","NIHMS698187","10.1016/j.neurobiolaging.2015.05.021"
"26111912","Biophysical insight into the anti-amyloidogenic behavior of taurine","Chaturvedi SK, Alam P, Khan JM, Siddiqui MK, Kalaiarasan P, Subbarao N, Ahmad Z, Khan RH.","Int J Biol Macromol. 2015 Sep;80:375-84. doi: 10.1016/j.ijbiomac.2015.06.035. Epub 2015 Jun 22.","Chaturvedi SK","Int J Biol Macromol","2015","2015/06/27","","","10.1016/j.ijbiomac.2015.06.035"
